id,name,category,price,average_rating,rating_number
p975,CWK Laptop Charger AC Adpater Power Supply Cord Plug for ACER Aspire PEW71 P5WE6 KAWG0 MS2309 PEW72 PEW76 P5WE0 MS2310 AAB70 MS2272 MS2279 PAWF6 AIC70 MS2286 MS2271 NEW75; KAWF0 LH1 MS2268 MS2277 MS2278 MS2332 MS2347 NAL10 P3MJ0 ZQ5 ZQ8 ZQE ZQH ZY; 65-Watt Power Supply Cord,Computers,,4.8,7
p976,Zalman ZM-RS6F 5.1 surround sound headphones (Discontinued by Manufacturer),Home Audio & Theater,,3.2,62
p977,"Studio 2/3 Replacement Earpads, JARMOR Memory Foam Ear Cushion Pads Cover for Beats Studio 2.0 Wired/Wireless B0500 / B0501 & Studio 3.0 Over Ear Headphones by Dr. Dre ONLY (Blue)",Cell Phones & Accessories,17.99,4.5,551
p978,CMS 2GB (1X2GB) DDR2 5300 667MHZ Non ECC SODIMM Memory Ram Upgrade Compatible with Asus/Asmobile® Eee Pc T91Mt Ddr-Pc5300 Sodimm - A38,Computers,11.0,5.0,2
p979,"BAGEIRA Travel Backpack for Men Women, 15.6 Laptop Backpacks with UBS Charging Port, Business Flight Approved Carry On Backpacks, Work Computer Bags, Grey",Unknown,31.99,4.8,35
p980,XScorpion Dual 4 Gauge Pro Ring Terminal,Car Electronics,,3.6,5
p981,"iPad Early 2018, 32GB, Wi-Fi + 4G LTE, Apple 9.7"" iPad MRM02LL/A Gold",Computers,,5.0,2
p982,"LeFix Replacement Compatible with DC Power Jack Harness Cable Dell Inspiron 15 (5568 7569 7579 7570) 13 (5368 5378 7368 7378) | Latitude 3390 2-in 1,0PF8JG PF8JG 450.07R03.000 450.07R03.0021",Computers,,4.4,55
p983,Bfun Union Jack Flag Silicone MacBook Pro Keyboard Decal Keyboard Skins Keyboard Sticker Decoration for MacBook Pro 13 15 Inch,Computers,,3.5,2
p984,Kowa Sporting Optics 6x30mm YF Porro Prism Binoculars with Kowa Lens Pen Bundle (2 Items),Camera & Photo,109.99,5.0,3
p985,"Flexson Floorstand for Sonos Play:5 Gen 2 in Black (Vertical, Single)",Home Audio & Theater,,4.2,26
p986,"2016 HP 15.6 Inch Premium Laptop PC, AMD Quad-Core APU 2.0GHz Processor, 4GB DDR3 RAM, 500GB HDD, Radeon R4 Graphics, SuperMulti DVD Burner, HDMI, Windows 10",Computers,,3.9,1081
p987,GuardV Leather Sleeve for Apple Magic Keyboard 2 - A1644 A2449 A2450 Touch ID MLA22LL/A MK2A3LL/A - Protective Sleeve Cover Case Pouch (Black),Computers,12.99,4.5,22
p988,"Sewell Direct SW-23481 Bulk RG59 Power Siamese Cable, 500 Feet Spool, 18 AWG, Braid and Foil Shield, White",Home Audio & Theater,73.4,4.3,66
p989,Canon PowerShot D10 12.1 MP Waterproof Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-Inch LCD (OLD MODEL),Camera & Photo,149.95,4.4,813
p990,"Flight Flap Phone & Tablet Holder, Designed for Air Travel - Flying, Traveling, in-Flight Stand, Compatible with iPhone, Compatible with Android and Compatible with Kindle Mobile Devices (XL)",Cell Phones & Accessories,22.99,4.3,822
p991,Spigen Tempered Glass Screen Protector [GlasTR EZ FIT] Designed for Galaxy Tab S8 Ultra [9H Hardness/Case-Friendly],Cell Phones & Accessories,32.99,4.3,921
p992,"Bulldog Deluxe Security Cable, Silver, 6-Feet",Unknown,17.99,4.1,14
p993,CTLAMP A+ Quality EP58 Replacement Projector Lamp Bulb with Housing Compatible with elplp58 EB-S10 EB-S9 EB-S92 EB-W10 EB-W9 EB-X10 EB-X9 EB-X92,Tools & Home Improvement,42.99,4.4,7
p994,Pyle - 12 Volt RV/Car/Truck/Boat Plug-in 15.6'' Hi-Definition LCD TV w/Built-in DVD Player,All Electronics,,3.1,17
p995,USBGear 5ft. White USB 2.0 A-Male to A-Female Extension Cable,Computers,,4.5,42
p996,UoUo New Replacement 3150mAh 3.8V Battery C886541315L For BLU VIVO XL V0030UU,All Electronics,,3.8,30
p997,ASUS ROG Eye 1080P 60fps USB Webcam with Beamforming Microphone and Auto Exposure/Auto Focus Technology for PC or MacOS,Camera & Photo,,4.2,333
p998,"Audioquest Victoria 2.0m (6'7"") Audio Interconnect 3.5mm to 3.5mm",Home Audio & Theater,,5.0,1
p999,"Kastar Battery (2-Pack) and Charger Kit for Nik EN-EL9, EN-EL9a Battery, MH-23 Charger, Nik D3000, D5000, D40, D60, D40X SLR Cameras",Camera & Photo,16.99,4.3,37
p1000,"KALANDO Wireless Bluetooth Colorful LED Water Speaker with Dancing Fountain Light Show Sound for PC, MP3 Player, Laptops, Smartphone Black",All Electronics,39.99,3.8,124
p1001,Diamond ATI Radeon HD5870 Eyefinity 6 Edition 2048 MB GDDR5 PCI-Express Video Card 5870PE52G,All Electronics,,3.0,6
p1002,"Case for iPad Pro 12.9 2022/2021/2020/2018, Blue Flowers Shockproof Protective Case for iPad Pro 12.9 6th/5th/4th/3rd Gen, [Auto Sleep/Wake] [with Pencil Holder] Adjustable Stand iPad Case Folio Cover",Cell Phones & Accessories,19.99,3.9,28
p1003,"Lenovo Thinkpad T440S 14"" FHD Touchscreen Ultrabook Laptop Computer, Intel Core i5-4200U up to 2.6GHz, 8GB RAM, 240GB SSD, WiFi, Bluetooth, USB 3.0, Windows 10 Professional (Renewed)",Computers,,3.5,9
p1004,Ceeyali Reusable Hook and Loop Fastening Cable Ties Cable Straps for Home Office Tablet PC TV Electronics Wires Organizer Management (15 Pack 8 inch + 15 Pack 12 inch),Home Audio & Theater,,4.4,167
p1005,HYS 3.5mm Police Listen Only Acoustic Tube Earpiece with One Pair Medium Earmolds for Speaker Mics,Sports & Outdoors,19.99,4.3,2519
p1006,"ASUS VivoBook Thin and Light Laptop, 15.6"" HD Display, Intel Core i3-1005G1 Processor, USB Type-C, Webcam, Wi-Fi, HDMI, Windows 11 Home, Gray (12GB RAM | 256GB SSD)",Computers,449.0,4.5,95
p1007,"SMDV Diffuser-50 -- Professional 20x20"" Rigid Softbox for Canon Flash",Camera & Photo,,5.0,4
p1008,"RasTech Raspberry Pi 3 Model B+ Starter Kit with 32GB Micro SD Card, Power Supply with ON/Off, Case, Micro SDHC Card, Cooling Fan, HDMI Cable, Network Cable, Hestsinks, Card Reader, Screwdriver",Computers,,1.0,2
p1009,"USB 3.0 Extension Cable 20Ft, TanGuYu USB 3.0 Extender Cord Type A Male to A Female for Oculus VR, Playstation, Xbox, USB Flash Drive, Card Reader, Hard Drive,Keyboard, Printer, Scanner, Camera",Computers,11.98,4.7,3093
p1010,"HCSOWD Case for iPad 6th/5th Generation Case 9.7 Inch, Magnetic Folio Stand, Auto Sleep/Wake Smart Protective Cover for iPad Pro 9.7/Air2 with Pen Holder and Card Slot, Red",Cell Phones & Accessories,15.39,4.3,86
p1011,"Comfyable Laptop Sleeve 14 Inch Precisely Compatible with MacBook Pro 14-inch M2 Pro/Max 2023 & Old Versioned 13 Inch MacBook Pro/MacBook Air, Faux Leather Cover Case, 13 in 14 in, Brown",Computers,17.99,4.5,3349
p1012,"Cat6 Ethernet Cable, 12 Feet (2 Pack) LAN, utp Cat 6, RJ45, Network Cord, Patch, Internet Cable - 12 ft - Black",Industrial & Scientific,11.99,4.7,24207
p1013,"Laptop Cooling Pad, 12""-17"" inch Cooler Pad Chill Mat 5 Quiet Fans,Blue LED Lights,2 USB Ports,4 Adjustable Mounts Laptop Stand Height Angle, Switch Control Fan Speed Function",Computers,,4.1,117
p1014,Adesso Xtream H4 - Stereo Headset with Microphone,Health & Personal Care,11.97,3.8,11
p1015,"Tenda U1 USB 300Mbit/s - networking cards (White, PC&Notebook, Wired, IEEE 80211b, IEEE 80211g, IEEE 80211n, IEEE 80211b, IEEE 80211g, IEEE 80211n, USB)",Computers,,4.5,82
p1016,Galaxy Backdrop Stars Sky Background for Children Bedroom Birthday Party 5x3ft Dark Purple Halo Glitters Stars Purple The Earth Props Photo Booth Props BJHXME208,Camera & Photo,12.96,4.6,7
p1017,Logitech Cordless Optical Mouse for Notebooks (Red),All Electronics,,4.0,10
p1018,"hellosy Fitbit Surge Band,Newest TPU Bracelet Strap Large Replacement Band for Fitbit Surge Wireless Activity Wristband with Tools (Black, Large)",AMAZON FASHION,,3.3,24
p1019,"LAMJAD Stroller Fan,Portable USB Personal Clip-on Car Seat Fan Mini Handheld Desktop Fan 360° Rotatable Suitable for Camping Outdoor Office Crib Toddler Bed Treadmill (Black)",Amazon Home,19.99,4.7,23
p1020,"Wireless Mouse, OMOTON 2.4G Wireless Ergonomic Mouse with 4 Adjustable DPI, 6 Buttons and USB Receiver for Desktop, Laptop, Notebook, PC, White and Grey",All Electronics,,4.2,16
p1021,"TOP HD Water Resistant Bluetooth 3.0 Shower Speaker, Handsfree Portable Speakerphone with Built-in Mic, 6hrs of Playtime, Control Buttons and Dedicated Suction Cup",All Electronics,,3.5,8
p1022,FSTCOM Hidden Camera 1080p HD Mini WiFi Camera spy Camera Wireless Camera for iPhone/Android Phone/iPad Remote View with Motion Detection (SQ8(NO WiFi)),Camera & Photo,,3.4,41
p1023,"GS Power 16 Gauge CCA Wire, Automotive Electrical Spool, 10 x 100ft Rolls of Copper Clad Aluminum Primary Wires for Car Stereo & Remote Trailer Wiring",Cell Phones & Accessories,83.6,4.6,1625
p1024,bestkong 2 Pcs 20inch BNC Male Plug to BNC Male RF Professional RG-58/U Extension Cable for Oscilloscope CCTV Systems 50cm,Home Audio & Theater,,2.2,2
p1025,uxcell CR2016 2025 2032 Coin Cell Button Power Supply Holder Socket Black 10 Pcs,Health & Personal Care,7.49,4.4,33
p1026,"R-fun for AirPods Pro 2nd /1st Generation Carbon Fiber Case Cover with Lock,Automatic Snap Switch and Full-Body Drop Protection Case for AirPods Pro 2 -Purple",Cell Phones & Accessories,14.99,4.0,58
p1027,"MightySkins Skin for Asus Chromebook C425 14"" (2019) - Solid Blush | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",Cell Phones & Accessories,22.99,1.0,1
p1028,ExpertPower XP-669 7.5-Inch Dual Band SMA-F Antenna (Black),Cell Phones & Accessories,12.25,4.6,2936
p1029,"Magnetic Cable Ties Silicone 9 Inch Reusable Magnetic Twist Ties for Cord Cable Organizer and Bundling with Strong Magnet for Home, Office, School, or Just for Fun (Black-8 Packs)",Tools & Home Improvement,10.99,4.7,508
p1030,nurrat Children Mini Digital Camera 2 Inch Screen Video Recorder Educational Toys Digital Cameras,Camera & Photo,,1.7,5
p1031,Retro Style Laptop VGA Web Camera Skype PC Cam,Computers,,3.0,3
p1032,Ubiquiti Unifi Security Gateway (USG),Computers,,4.5,5551
p1033,Kindle Fire Skin Kit/Decal - Her Abstraction (does not fit Kindle Fire HD),Amazon Devices,14.99,4.6,368
p1034,"Elitech Universal Projector Wall Mount EW2 (SILVER), Projector Extended 5.5 Inches To 12.3 Inches From Wall.",All Electronics,,4.2,94
p1035,"TENVIS TZ100 HD Wireless IP/Network Security Camera, Remote Live View, Capture Picture and Video Clip, Pan & Tilt, Plug&Play, with Two-Way Audio and Night Vision, Motion Detection with Alert (Silver)",Camera & Photo,,3.1,93
p1036,"15W AC Charger Fit for Google Nest Hub, Home hub, Nest Hub (2nd Gen) ga01331-us W18-015N1A Power Supply Adapter Cord",All Electronics,12.99,4.7,29
p1037,"Cantis Case for ipad 10th Generation 10.9 inch 2022, iPad 10th Case with Kickstand & Pencil Holder, Heavy Duty Shockproof Rugged Protective Cover for 10.9'' iPad 10th Gen, Black+Blue",Cell Phones & Accessories,18.99,4.5,1000
p1038,"Vimorco ipad 9.7 Inch 2017/2018 Case, ipad Air 1/2 Case, Premium Leather Adjustable Stand Smart Cover for Apple ipad 5th/6th GGeneration",Computers,,4.3,103
p1039,"MightySkins Skin Compatible with Amazon Echo Dot (3rd Gen) - Magic Pineapple | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",Cell Phones & Accessories,7.99,4.2,13
p1040,"Soft Turntable for Vinyl Record Cleaner Brush, Records Vinyl Albums Cleaning, Anti-Static Vinyl Cleaning, Album Lp Cleaner Brush Stylus Cleaner",All Beauty,,4.7,51
p1041,"Tzowla Travel Laptop Backpack Water Resistant Anti-Theft Bag with USB Charging Port and Lock 15.6 Inch Computer Business Backpacks for Women Men Gift,Bookbag Casual Daypack",Computers,25.49,4.6,42892
p1042,"Flyingchan Screen Protector Compatible with 2022 Hyundai Venue 8 Inch Touch Screen,Anti Scratch,Shock-Resistant,Premium Accessories for Venue",Cell Phones & Accessories,24.99,3.3,4
p1043,"Laptop Skin Shop 15 15.6 inch Laptop Notebook Skin Sticker Cover Art Decal Fits 13.3"" 14"" 15.6"" 16"" HP Dell (Free 2 Wrist Pad Included) Others25-1 (Abstract)",Computers,12.95,4.1,8032
p1044,adepoy Airpods Pro Case Cover Soft Silicone Shockproof Protective Case Cover with Keychain for Airpods Pro 2019 Charging Case (Front LED Visible) (Army Green),Sports & Outdoors,,5.0,3
p1045,"USA Gear Action Cam Head Strap Action Mount with J Hook and Tripod Adapter - Compatible with Kodak PIXPRO SP1, Vivitar Full HD Action Camera, Ricoh WG-M1 Black Waterproof Action Video Camera & More",Camera & Photo,49.99,3.8,22
p1046,SOUNDSTREAM T5.152 Tarantula T5 15 Inch 2600 Watt Max 2 Ohm Subwoofer (2 Pack),Car Electronics,399.9,3.6,4
p1047,ASUS RGB LGA1151 DDR4 5-Way Optimization ATX Motherboard (Z170 Pro Gaming/AURA),Computers,198.86,4.4,1103
p1048,Plantronics H181 DuoPro Behind-The-Neck Headset,All Electronics,,3.3,7
p1049,Terisass Double DIN Installation Dash Kit 7in PST Thick Car Stereo Radio Mount Frame Trim DVD Navigation Frame Universal for 178x102MM,Automotive,16.39,3.4,19
p1050,Cutting Edge Products Dummy Camera Indoor/Outdoor Housing with Motion Detector,Tools & Home Improvement,,5.0,1
p1051,"Stereo Gaming Headset 3.5mm Wired Bass Noise-canceling Microphone Gaming Headphones for Laptop Computer, Cellphone, Three Color Breathing LED Lights (White)",Computers,,2.5,2
p1052,"MightySkins Skin Compatible with Wyze Cam V2 - Bright Smoke | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",Cell Phones & Accessories,8.99,5.0,4
p1053,"Handcrafted Model Ships Floor Standing Chrome/Leather Anchormaster Telescope 65"" - Chrome Telescope",Camera & Photo,,2.3,2
p1054,Adjustable Universal Backdrop Board Bracket Vertical L Shape Background Holder Stand for Photograph Studio (4 Pack),Camera & Photo,13.65,4.4,94
p1055,"BTECH, BaoFeng BL-5 Battery Eliminator for for BF-F8HP, UV-5X3, and UV-5R Radios",Cell Phones & Accessories,18.49,4.7,7003
p1056,Leupold Binocular Tripod Adapter,Sports & Outdoors,24.69,4.2,31
p1057,"DbillionDa CAT 6A Ethernet Cable, 50FT High Speed Flat Nylon Braided LAN Cable, with Snagless RJ45 Connector for PS3, PS4, Xbox, Switch, Router, Modem, Gaming, TV, Video 【50FT+1.5FT】",Industrial & Scientific,13.99,4.6,121
p1058,Head Case Designs Officially Licensed Harry Potter Gryffindor Crest Chamber of Secrets I Soft Gel Case Compatible with Apple iPad 10.2 2019/2020/2021,Cell Phones & Accessories,26.95,5.0,3
p1059,Hermitshell Headphone Wrap Magnetic Earphone in-Ear Earbud Cord Organizer Clip for Bose AKG Audio-Technica Jaybird Panasonic JVC Brainwavz Beats Apple Samsung Musicians Sport Runner Outdoor Hot Pink,Computers,,3.8,21
p1060,BestDealUSA Mini-DVI to VGA Female Monitor Cable Adapter,Computers,,4.0,2
p1061,"Universal 3.5mm In-Ear Stereo Headset w/ On-off & Mic for , Samsung Transform M920, Black",Cell Phones & Accessories,,3.3,3
p1062,"Tripp Lite Cat6 Gigabit Snagless Molded Slim UTP Patch Cable, 2 ft. Right Angle, RJ45 M/M 2' (N201-SR2-BL)",Computers,8.03,4.7,68
p1063,"Andoer 1/4"" Extending Thread Screw Rod for Ricoh Theta S & M15 for LG 360 Cam for Samsung Gear 360 or 1/4"" Screw Hole Digital Camera Camcorder",Camera & Photo,,4.4,14
p1064,Echo Dot (3rd Gen) Plum with Echo Auto,Amazon Devices,,4.7,243
p1065,"Dizywiee for Fitbit Blaze Leather Bands with Metal Frame, Classic Genuine Leather Wristband for Fitbit Blaze Replacement Fitness Strap Women Men",Sports & Outdoors,,3.8,55
p1066,"Orionstar Laptop Stand, Computer Stand for Laptop, Ergonomic Elevated Laptop Cooling, Computer Riser for Laptop, Aluminum PC Laptop Stand for Desk with 10 to 17.3 Inches Notebook and More, Black",Computers,,4.7,74
p1067,"Aluratek 7"" Distressed Wood Digital Photo Frame, Auto Slideshow Feature, USB/SD/SDHC Supported, Built-in Clock & Calendar, Easy Setup",Camera & Photo,49.99,4.2,2880
p1068,"LandRum&reg, Cat Headphones With Glowing light Earphone For Computer Mobile Phone MP3 (black)",All Electronics,,3.0,5
p1069,DamonLight Cover for Airpods Max Protective Scratch-Free Silicone case Accessories for Airpods Max (White),All Electronics,,3.9,11
p1070,Sony CRU40SG12/N Colored Speaker Grille for Sony KDL-40XBR6 Televisions (Gold),All Electronics,,3.0,1
p1071,Acer Nitro 5 AN515-55 Gaming Laptop Intel Core i5-10300H NVIDIA GeForce RTX 3050Ti Laptop GPU 15.6in FHD 144Hz IPS Display 16GB DDR4 512GB NVMe SSD Intel Wi-Fi 6 Backlit Keyboard Win 11 (Renewed),Computers,749.99,4.5,46
p1072,"Cover-Up Gateway TP Series A60 10.1"" Tablet Cover Case (Version Stand) - Black",Computers,,5.0,2
p1073,PocketBook Basic 3 (white),All Electronics,,4.0,31
p1074,"Pyle Rugged 64GB 1296P Water Resistant HD Police Body Camera Night Vision IR, Rechargeable Battery + Remote Control",Camera & Photo,,3.3,30
p1075,"FRAMEO Digital Photo Frame, 10.1 Inch WiFi Digital Picture Frame with 1280 * 800 IPS Touch Screen, 16GB Storage, Easy to Share Photos or Videos via FRAMEO APP Auto-Rotate Black",All Electronics,67.99,4.6,439
p1076,"honic Clear Night Vision 2MP 90° Wide Angle (AHD TVI CVI 960H) Indoor Outdoor Dome CCTV Camera, 1080P Security IR Analog Camera, Waterproof Eyeball Cam for Surveillance",Camera & Photo,24.99,4.1,569
p1077,"MADV Smart Wireless Video Doorbells 2M, 2K HD Video, Smart Voice-Changing, HD Infrared Night Vision, Clear Two Way Audio, Easy Setup in Mintues,Security Camera System for Outdoor Home",Camera & Photo,,4.4,13
p1078,"iPhone 5 Case,TingTang 3D Cartoon Cute Soft Buck Teeth Rabbit Bunny Silicone Back Phone Cover Case for Apple iPhone 5 5S 5C Pink",Cell Phones & Accessories,,5.0,3
p1079,"NHT Media Series 2-Way Slim Center Channel Speaker - Clean, Hi-Res Audio | Sealed Box | Aluminum Drivers | Single Unit, High Gloss Black",Home Audio & Theater,331.88,4.8,25
p1080,Logitech V200 Cordless Mouse - Silver (931379-0403),All Electronics,59.99,3.6,291
p1081,"CTYBB for Airpod Case,Silicone Airpods Case Cover with Fur Ball Keychain Compatible with Apple Airpods 2/1 (Front LED Visible) Dark Grey",All Electronics,,4.6,24857
p1082,Seagate ST3146855SS 146Gb 15K Sas,Computers,42.95,5.0,3
p1083,"2 Pack Case for Roku Voice Remote Pro, Cover for Roku Headphone Remote Rechargeable Controller Silicone Sleeve Skin Glow in The Dark",Cell Phones & Accessories,7.99,4.1,31
p1084,WINONLY Sleep Headphones Wireless Bluetooth Headband - Valentines Day Gifts for Him Upgrade Soft Eye Mask for Sleeping Long Time Play Music Sport Headbands for Workout Running Yoga Unique for Men,All Electronics,16.99,4.2,13312
p1085,"Dioche ID Card Copier, Portable Handheld Writer Copier Duplicator for 125KHz RFID ID Card for Access Control with 5 Tags",Camera & Photo,12.97,1.7,6
p1086,"Hagibis USB Extension Cable USB 3.0 High Speed Extender Cord Male to Female Data Transfer for PS3/4, USB Flash Drive, Card Reader, Hard Drive, Keyboard, Printer, Camera, Scanner (1.5ft)",Computers,,4.6,191
p1087,AOER Advanced G Shape Police Earpiece Headset PTT Mic for 2-pin Motorola Radio CP040 CP200 XTNi DTR VL50,Unknown,14.99,1.0,1
p1088,"BLUETTI 12V/25A Aviation Plug for AC200P/AC200,12V/25A Aviation Plug to XT60(Output) with XT60 to Spe45(Ouput)",Amazon Home,,4.2,38
p1089,Moshi Cardette 3 Cables,Computers,,3.3,30
p1090,"EVER LUSTRE 15.6 Inch Portable Gaming Monitor 4K Touch Screen 3840x2160 UHD Build-in Battery Display Screen for PS4, Xbox, Switch, Smart Phone, Laptop (Battery Monitor+case)",Computers,,3.7,23
p1091,"Adepoy Fitbit Alta Bands and Alta HR Bands, Newest Adjustable Replacement Wristband with Secure Metal Clasp for Fitbit Alta HR and Fitbit Alta",Sports & Outdoors,,3.8,7
p1092,Kingston Technology HyperX Plug n Play 16 GB Kit (2x8 GB) 1866MHz DDR3 PC3-15000 Non-ECC CL11 DIMM Desktop Memory KHX18C11P1K2/16,Computers,128.68,4.0,1
p1093,CT Sounds Car Audio 4 GA Wire 100 Feet Power and Ground Cable Wiring - Black 4 Gauge 100 Foot,Industrial & Scientific,,4.7,2
p1094,New! 2GB Desktop Memory DDR2 PC5300 667MHz for Dell XPS 410,Computers,10.55,5.0,2
p1095,CSFOTO 8x8ft Happy 30th Birthday Backdrop Crystal Shoes Denim and Diamonds Birthday Party Background for Photography Woman Lady Birthday Photo Wallpaper,Camera & Photo,32.99,5.0,12
p1096,"Mini Blue Series Bluetooth Stereo Power Amplifier, Wireless Audio Streaming Amp with USB Charging & Audio AUX Input (2 x 25 Watt) - Pyle PCA12BT.5_0",All Electronics,,5.0,5
p1097,FlyHi USB C to USB C Cable (6.6ft),Computers,,2.8,11
p1098,MSI Turbostream ATX12V V1.3 Switching Power Supply,All Electronics,,5.0,2
p1099,Lenovo H430 Desktop (Discontinued by Manufacturer),Computers,,2.8,5
p1100,HP Wired USB Keyboard K1500 (Black),Computers,,4.5,2736
p1101,"Findway Compatible with Fitbit Versa/Fitbit Versa 2/Fitbit Versa Lite, Breathable Woven Fabric Strap Adjustable Wristband for Women Men",Unknown,,4.3,65
p1102,Sabrent 4-Port USB 2.0 Powered High Performance Hub with Individual LEDs (HB-USRD),All Electronics,,3.6,23
p1103,12 Volt 2 Amp Power Supply 24W 12Volt 2Amp AC Adapter 100-240V 50-60Hz AC to DC 12V 2A Power Adapter with 5.5mm x 2.1mm 2.5mm DC Tip & 1 Female Terminal for LED Strip Light CCTV Camera Routers etc.,All Electronics,10.19,4.4,96
